,link,brand,product,price,Ram (Sistem Belleği),ssd_capacity,graphics_card,processor_type,operating_system,screen_size,screen_resolution,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,graphics_memory,İşlemci Modeli,processor_generation,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,touchscreen,Panel Tipi,Ram (Sistem Belleği) Tipi,Arttırılabilir Azami Bellek,color,warranty_type,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,keyboard,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,warranty_period,Suya/Toza Dayanıklılık,Hızlı Şarj,fingerprint_reader,Şarjlı Kullanım Süresi,Optik Sürücü Tipi,country_of_origin,Kapasite,İşlemci Frekansı,Power Supply,hdmi,Beden,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi,Ekran Kartı Gücü,Piksel Yoğunluğu,ssd,os,processor,gpu,screensize,resolution,gpumemory,cpugen,warranty,warrantyperiod,origin,fingerprint,Paket Görseli (arka),Sıvı Soğutma,Soket Tipi
31,https://www.trendyol.com/zeiron/damage-x20-ryzen-7-5700x-32gb-1tb-m-2-nvme-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-859921678,"Zeiron Damage X20 Ryzen 75700X 32GB 1TB M.2 Nvme SSD Rtx3050 27"" 240Hz Oyuncu Masaüstü Bilgisayar",Damage X20 Ryzen 7,32.753 TL,32 GB,1 TB,Nvidia GeForce RTX 3050,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),25 + inç,1920 x 1080,,4 kg ve üzeri,240 Hz,Harici,8 GB,,,8,HDD Yok,,VA,DDR4,64 GB,,Zeiron Türkiye Garantili,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),2 Yıl,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
32,https://www.trendyol.com/lenovo/ideapad-gaming3-amd-ryzen-5-5500h-16gb-512gb-ssd-rtx2050-dos-15-6-ips-fhd-gaming-laptop-82k2029ytx-p-841897249,"LENOVO IdeaPad Gaming3 AMDRyzen 5-5500H 16GB 512GB SSD RTX2050 DOS 15.6"" IPS FHD Gaming Laptop 82K2029YTX",IdeaPad Gaming3 AMD,24.999 TL,16 GB,512 GB,Nvidia GeForce RTX 2050,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,4 GB ve altı,5500H,5. Nesil,4,HDD Yok,Yok,IPS,DDR4,16 GB,SİYAH,Lenovo Türkiye Garantili,3.6,4.2,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,3 Saat ve Altı,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,https://www.trendyol.com/hp/victus-16-r1070nt-intel-core-i7-14700hx-16gb-1tb-ssd-rtx4050-16-1-fhd-144-hz-dos-9j271ea-p-801369365,"HP Victus 16-R1070NT IntelCore i7-14700HX 16GB 1TB SSD RTX4050 16.1"" FHD 144 Hz DOS 9J271EA",Victus 16-R1070NT Intel,41.610 TL,16 GB,1 TB,Nvidia GeForce RTX 4050,Intel Core i7,Free Dos (İşletim Sistemi Yok),16 inç,1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,14700HX,14. Nesil,20,HDD Yok,Yok,IPS,DDR5,,Beyaz,HP Türkiye Garantili,2.1,,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,https://www.trendyol.com/lenovo/loq-intel-core-i5-12600hx-24g-512gb-ssd-15-6-fhd-144hz-rtx4050-6gb-freedos-gaming-laptop-83gs00p6tr-p-892391469,"LENOVO LOQ Intel Corei5-12600HX 24G 512GB SSD 15.6"" FHD 144Hz RTX4050 6GB FreeDOS Gaming Laptop 83GS00P6TR",LOQ Intel Core,36.999 TL,24 GB,512 GB,Nvidia GeForce RTX 4050,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,6 GB,12600HX,12. Nesil,12+,HDD Yok,Yok,IPS,Belirtilmemiş,,Gri,Lenovo Türkiye Garantili,,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),3 Yıl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,https://www.trendyol.com/xaser/xsr739-i5-4570-16gb-ram-512gb-ssd-4gb-gt740-24-100hz-oyuncu-masaustu-bilgisayari-p-850033040,"XASER Xsr739 I5 4570 16gb Ram512gb Ssd 4gb Gt740 24"" 100hz Oyuncu Masaüstü Bilgisayarı",,"12.875,81 TL",16 GB,512 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),,1920 x 1080,,,75 Hz,Harici,4 GB ve altı,,,4,HDD Yok,,,DDR3,,,Resmi Distribütör Garantili,2,,HDMI,Q Türkçe,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,Yok,3.00 GHz üstü,350 - 500 W,Var,,,,,,,,,,,,,,,,,,,,,,
36,https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16-gb-512-gbssd-windows-11-home-15-6-fhd-120hz-3520ar17-p-791970559,"Dell Inspiron 3520 Intel Corei5 1235U 16 gb 512 GBSSD Windows 11 Home 15.6"" FHD 120Hz 3520AR17",Inspiron 3520 Intel Core,"16.946,31 TL",16 GB,512 GB,Intel UHD Graphics,Intel Core i5,Windows,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,120 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,8,HDD Yok,Yok,,DDR4,16 GB,Siyah,Dell Türkiye Garantili,3.3,,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,3 Saat ve Altı,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
37,https://www.trendyol.com/acer/aspire-5-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-koyu-gri-dizustu-bilgisayar-nx-kn3ey-002-p-784172191,ACER Aspire 5 Intel Corei5-12450H 8GB 512GB SSD DOS 15.6'' FHD Koyu Gri Dizüstü Bilgisayar NX.KN3EY.002,Aspire 5 Intel Core,14.799 TL,8 GB,512 GB,Intel UHD Graphics,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,12450H,12. Nesil,8,HDD Yok,Yok,IPS,DDR4,16 GB,Gri,ACER Türkiye Garantili,2,4.4,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,CN,,,,,,,,,,,,,,,,,,,,,,,,,,
38,https://www.trendyol.com/hometech/laptop-tablet-pc-p-902548069,Hometech laptop tablet pc,laptop tablet pc,3.999 TL,2 GB,SSD Yok,Intel HD Graphics,Intel Atom,Windows,11 inç,1366 x 768,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,32 GB,Var,,Belirtilmemiş,64 GB,Siyah,Belirtilmemiş,Belirtilmemiş,1.2,USB,Q Türkçe,Belirtilmemiş,Dokunmatik,1 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,CN,,,,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",Ürün görselinde bulunuyor,,,,257 PPI,,,,,,,,,,,,,,,
39,https://www.trendyol.com/zeiron/godwin-x17-ryzen-7-5700x-32gb-ddr4-1tb-nvme-m-2-ssd-gtx1660-super-6gb-oyuncu-masaustu-bilgisayar-p-879424977,Zeiron Godwin X17 Ryzen 75700X 32GB DDR4 1TB NVMe M.2 SSD Gtx1660 Super 6GB Oyuncu Masaüstü Bilgisayar,Godwin X17 Ryzen 7,26.249 TL,32 GB,1 TB,Nvidia Geforce GTX1660,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),,,,4 kg ve üzeri,,Harici,6 GB,,,8,HDD Yok,,,DDR4,64 GB,,Zeiron Türkiye Garantili,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),2 Yıl,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
40,https://www.trendyol.com/casper/nirvana-s100-16-300nit-core-i7-13620h-32gb-ddr5-ram-1tb-nvme-ssd-dos-laptop-s100-1362-df00x-g-f-p-898618043,"CASPER Nirvana S100 16""300NIT Core i7-13620H 32GB DDR5 RAM 1TB NVME SSD Dos Laptop S100.1362-DF00X-G-F","Nirvana S100 16""",26.569 TL,32 GB,1 TB,Intel Graphics,Intel Core i7,Free Dos (İşletim Sistemi Yok),16 inç,1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,13620H,13. Nesil,10,HDD Yok,Yok,IPS,DDR5,,Gri,Casper Türkiye Garantili,3.6,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),Dahili,FHD+,2 Yıl,,,Var,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
41,https://www.trendyol.com/huawei/matebook-d16-12-nesil-core-i5-12450h-8gb-512gb-ssd-16inc-w11-p-799960375,Huawei Matebook D16 12.NesilCore i5 12450H-8Gb-512Gb Ssd-16inc-W11,Matebook D16 12.Nesil,"22.644,90 TL",8 GB,512 GB,Intel HD Graphics,Intel Core i5,Windows,16 inç,1920 x 1200,Ev - Okul,2 kg ve altı,Belirtilmemiş,Dahili,Paylaşımlı,12450H,12. Nesil,8,HDD Yok,Yok,,LPDDR4X,16 GB,Gri,Resmi Distribütör Garantili,2,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,3 Saat ve Altı,Yok,CN,,,,,,,Ürün görselinde bulunuyor,Detayını Gör,,,,,,,,,,,,,,,,,,
42,https://www.trendyol.com/acer/aspire-lite-al16-51p-580h-gti16-intel-core-i5-1235u-16gb-512gb-ssd-freedos-16-nx-kwzey-001-p-920065034,ACER Aspire LiteAL16-51P-580H GTI16 Intel Core i5 1235U 16GB 512GB SSD Freedos 16'' NX.KWZEY.001,Aspire Lite,14.793 TL,16 GB,512 GB,Intel Iris Graphics,Intel Core i5,Free Dos (İşletim Sistemi Yok),16 inç,1920 x 1200,Ev - Okul,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,12+,HDD Yok,Yok,IPS,DDR5,,Siyah,ACER Türkiye Garantili,3.3,4.4,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,https://www.trendyol.com/zeiron/acx17-ryzen-5-5500-16gb-512gb-nvme-m-2-ssd-nvidia-gtx1050ti-oyuncu-masaustu-bilgisayar-p-463668966,Zeiron Acx17 Ryzen 5 550016gb 512gb Nvme M.2 Ssd Nvidia Gtx1050ti Oyuncu Masaüstü Bilgisayar,Acx17 Ryzen 5 5500,14.849 TL,16 GB,512 GB,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),,1920 x 1080,,4 kg ve üzeri,,Harici,4 GB ve altı,,,6,HDD Yok,,,DDR4,64 GB,,Zeiron Türkiye Garantili,3.6,,HDMI,Yok,GDDR5,,2 Yıl,,,,,Yok,,Yok,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
44,https://www.trendyol.com/casper/nirvana-x600-1245-bv00x-g-f-intel-core-i5-12450h-16gb-ram-500gb-nvme-ssd-dos-15-6-laptop-p-844552930,"CASPER NirvanaX600.1245-BV00X-G-F Intel Core i5-12450H 16GB RAM 500GB NVMe SSD DOS 15.6"" Laptop",Nirvana,16.499 TL,16 GB,512 GB,Dahili Ekran Kartı,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,12450H,12. Nesil,8,HDD Yok,Yok,IPS,DDR4,,Gri,Casper Türkiye Garantili,2,,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
45,https://www.trendyol.com/onda/tablet-pc-oliver-intel-n5030-3-10-ghz-8gb-ram-128gb-ssd-10-1-fhd-ips-dokunmatik-win11-pro-p-827304166,"Onda Tablet Pc Olıver IntelN5030 3.10 Ghz 8gb Ram 128gb Ssd 10.1"" Fhd Ips Dokunmatik Wın11 Pro",Tablet Pc Olıver Intel,4.897 TL,8 GB,128 GB,Intel HD Graphics,Intel Pentium,Windows,"10,1 inç",1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,4 GB ve altı,N5030,Belirtilmemiş,Belirtilmemiş,HDD Yok,Var,IPS,DDR4,128 GB,Beyaz,Resmi Distribütör Garantili,1.1,3.1,Bluetooth,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,6 Saat ve Üstü,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,https://www.trendyol.com/casper/nirvana-x600-7430-df00x-g-f-ryzen-5-7430u-32gb-ram-1tb-nvme-ssd-freedos-laptop-15-6-p-893544444,"CASPER NirvanaX600.7430-DF00X-G-F Ryzen 5 7430U 32GB RAM 1TB NVMe SSD Freedos Laptop 15.6""",Nirvana,18.699 TL,32 GB,1 TB,AMD Radeon Graphics,AMD Ryzen 5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,7430U,7. Nesil,6,HDD Yok,Yok,IPS,DDR4,,Gri,Casper Türkiye Garantili,,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,FHD+,2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,TR,,,,,,,,,,,,,,,,,,,,,,,,,,
47,https://www.trendyol.com/xaser/sword-x32-ryzen-7-5700x-32gb-ram-1tb-m-2-nvme-ssd-8gb-rtx4060-sivi-sogutmali-oyuncu-bilgisayar-p-904030555,XASER Sword X32 Ryzen 7 5700X32GB Ram 1TB M.2 NVMe SSD 8GB RTX4060 Sıvı Soğutmalı Oyuncu Bilgisayar,,,32 GB,1 TB,Nvidia GeForce RTX 4060,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),,,,,,Harici,8 GB,,,8,HDD Yok,,,DDR4,64 GB,,Resmi Distribütör Garantili,,,,,DDR4,,2 Yıl,,,,,Yok,TR,Yok,,500 W ve üstü,,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,,,,,,,,,,,,,,,,,,
48,https://www.trendyol.com/msi/cyborg-15-a13ve-1252xtr-intel-core-i5-13420h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-tasinabilir-bi-p-855593749,"MSI Cyborg 15 A13ve-1252xtrIntel Core I5 13420h 16gb 512gb Ssd Rtx4050 Freedos 15.6"" Fhd Taşınabilir Bi",Cyborg 15 A13ve-1252xtr,34.949 TL,16 GB,512 GB,Nvidia GeForce RTX 4050,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144 Hz,Harici,6 GB,13420H,13. Nesil,8,HDD Yok,Yok,IPS,DDR5,64 GB,Siyah,Resmi Distribütör Garantili,2,4.6,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,CN,,,,,,,,,,45W,,,,,,,,,,,,,,,,
49,https://www.trendyol.com/acer/nitro5-intel-core-i5-12500h-8gb-512gb-ssd-rtx4050-win11-15-6-fhd-144hz-gaming-laptop-nh-qlzey-002-p-773939037,"ACER Nitro5 Intel Corei5-12500H 8GB 512GB SSD RTX4050 Win11 15.6"" FHD 144Hz Gaming Laptop NH.QLZEY.002",Nitro5 Intel Core,32.998 TL,8 GB,512 GB,Nvidia GeForce RTX 4050,Intel Core i5,Windows,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Dahili,6 GB,12500H,12. Nesil,12+,HDD Yok,Yok,IPS,DDR5,,Siyah,ACER Türkiye Garantili,1.7,4.5,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,https://www.trendyol.com/huawei/matebook-d16-2024-intel-core-i5-12450h-8gb-512gb-ssd-freedos-16-ips-tasinabilir-bilgisayar-p-848708418,"Huawei Matebook D16 2024Intel Core i5 12450H 8GB 512GB SSD Freedos 16"" IPS Taşınabilir Bilgisayar",Matebook D16 2024,22.499 TL,8 GB,512 GB,Intel UHD Graphics,Intel Core i5,Free Dos (İşletim Sistemi Yok),16 inç,1920 x 1200,Ofis - İş,Belirtilmemiş,Belirtilmemiş,Dahili,Paylaşımlı,12450H,Belirtilmemiş,8,512 GB,Yok,IPS,Birleşik Bellek,,Gri,Resmi Distribütör Garantili,2,,USB,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,,CN,,,,,,,Ürün görselinde bulunuyor,Detayını Gör,,,,,,,,,,,,,,,,,,
51,https://www.trendyol.com/zeiron/tx90-i5-3470-16gb-256gb-ssd-500gb-hdd-gt740-23-8-curved-oyuncu-masaustu-bilgisayari-p-329480930,"Zeiron Tx90 i5-3470 16GB256GB SSD+500GB HDD GT740 23.8"" Curved Oyuncu Masaüstü Bilgisayarı",Tx90 i5-3470 16GB,13.180 TL,16 GB,256 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),"24"" / 61 Ekran",1920 x 1080,,2 - 4 kg,75 Hz,Harici,4 GB ve altı,,,4,500 GB,,TN,DDR3,16 GB,,Zeiron Türkiye Garantili,3.2,,Wi-Fi,RGB,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,500 GB,3.00 GHz üstü,350 - 500 W,Var,Tek Ebat,,,,,,,,,,,,,,,,,,,,,
52,https://www.trendyol.com/hp/15s-fq2043nt-dizustu-bilgisayar-i31115g4-8gb-ram-256gb-ssd-freedos-15-6-inc-p-844135685,"HP 15s-fq2043nt DizüstüBilgisayar i31115g4 8gb ram 256gb ssd freedos 15,6 inç",15s-fq2043nt Dizüstü,10.399 TL,8 GB,256 GB,Intel UHD Graphics,Intel Core i3,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,Belirtilmemiş,Dahili,Paylaşımlı,1115G4,11. Nesil,2,HDD Yok,Yok,,DDR4,,Gri,HP Türkiye Garantili,4,4.6,Bluetooth - USB,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,3 Saat ve Altı,Yok,US,,,,,,,,,,,,,,,,,,,,,,,,,,
53,https://www.trendyol.com/lenovo/ideapad-82qd00hqtx-i3-1215u-8gb-ram-512gb-ssd-15-6-inc-fhd-p-886721851,LENOVO IdeaPad 82QD00HQTXi3-1215U 8GB RAM 512GB SSD 15.6 inç FHD,IdeaPad 82QD00HQTX,11.899 TL,8 GB,512 GB,Intel UHD Graphics,Intel Core i3,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,1215U,12. Nesil,6,512 GB,Yok,TN,DDR4,,Gri,Lenovo Türkiye Garantili,3,,USB,Q Türkçe,DDR4,Full HD (FHD),2 Yıl,Yok,Yok,Yok,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,https://www.trendyol.com/asus/vivobook-go-15-e1504ga-nj340-intel-core-i3-n305-8gb-ram-512gb-ssd-15-6-inc-fhd-p-879198810,ASUS Vivobook Go 15E1504GA-NJ340 Intel Core i3-N305 8GB RAM 512GB SSD 15.6 inç FHD,Vivobook Go 15,10.999 TL,8 GB,512 GB,Intel Iris Graphics,Intel Core i3,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ev - Okul,2 - 4 kg,60 Hz,Dahili,Paylaşımlı,N305,3. Nesil,8,HDD Yok,Yok,TN,DDR4,,Gri,Asus Türkiye Garantili,3,3.8,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,https://www.trendyol.com/zeiron/damage-x20-ryzen-7-5700x-32gb-1tb-m-2-nvme-ssd-rtx3050-27-240hz-oyuncu-masaustu-bilgisayar-p-859921678,"Zeiron Damage X20 Ryzen 75700X 32GB 1TB M.2 Nvme SSD Rtx3050 27"" 240Hz Oyuncu Masaüstü Bilgisayar",Damage X20 Ryzen 7,32.753 TL,32 GB,1 TB,Nvidia GeForce RTX 3050,AMD Ryzen 7,Free Dos (İşletim Sistemi Yok),25 + inç,1920 x 1080,,4 kg ve üzeri,240 Hz,Harici,8 GB,,,8,HDD Yok,,VA,DDR4,64 GB,,Zeiron Türkiye Garantili,3.4,,Display Port,Yok,GDDR6,Full HD (FHD),2 Yıl,,,,,Yok,,1 TB,3.00 GHz üstü,500 W ve üstü,Var,,,,,,,,,,,,,,,,,,,,,,
56,https://www.trendyol.com/msi/katana-17-b12vfk-1031xtr-i5-12450h-16gb-ddr5-512gb-ssd-8gb-rtx4060-gddr6-17-3-fhd-144hz-freedos-p-789686494,"MSI Katana 17 B12vfk-1031xtrI5-12450h 16gb Ddr5 512gb Ssd 8gb Rtx4060 Gddr6 17.3"" Fhd 144hz Freedos",Katana 17 B12vfk-1031xtr,46.899 TL,16 GB,512 GB,Nvidia GeForce RTX 4060,Intel Core i5,Free Dos (İşletim Sistemi Yok),"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144 Hz,Harici,8 GB,12450H,12. Nesil,8,HDD Yok,Yok,Full HD,DDR5,64 GB,Siyah,Resmi Distribütör Garantili,,,HDMI - USB,Q Türkçe + Numerik (Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,,,TW,,,,,,,,,,,,,,,,,,,,,,,,,,
57,https://www.trendyol.com/lenovo/ideapad3-intel-core-i5-12450h-8gb-lpddr5-512gb-ssd-15-6-fhd-freedos-dizustu-bilgisayar-p-772120068,"LENOVO Ideapad3 Intel CoreI5-12450h 8gb Lpddr5 512gb Ssd 15,6'' Fhd Freedos Dizüstü Bilgisayar",Ideapad3 Intel Core,18.136 TL,8 GB,512 GB,Intel UHD Graphics,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1200,Ofis - İş,2 kg ve altı,60 Hz,Dahili,Paylaşımlı,12450H,12. Nesil,8,HDD Yok,Yok,IPS,LPDDR5,8 GB,Gri,Lenovo Türkiye Garantili,2,4.4,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,3 Saat ve Altı,Yok,TR,,,,,,Yetkili Servis ile Tamiri Gerekir.,,,,,,,,,,,,,,,,,,,,
58,https://www.trendyol.com/monster/abra-a5-v21-3-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-819758215,"MONSTER Abra A5 V21.3 IntelCore i7 12700H 16 GB RAM 500 GB SSD 4 GB RTX 2050 FreeDOS 15,6"" FHD 144 Hz",Abra A5 V21.3 Intel,29.799 TL,16 GB,500 GB,Nvidia GeForce RTX 2050,Intel Core i7,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144 Hz,Harici,4 GB ve altı,12700H,12. Nesil,14,HDD Yok,Yok,IPS,DDR4,16 GB,Siyah,Monster Türkiye Garantili,2.3,4.7,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),GDDR6,Full HD (FHD),2 Yıl,,,,4-6 Saat,,TR,,,,,,,,,,55W,,,,,,,,,,,,,,,,
59,https://www.trendyol.com/xaser/xsr739-i5-4570-16gb-ram-512gb-ssd-4gb-gt740-24-100hz-oyuncu-masaustu-bilgisayari-p-850033040,"XASER Xsr739 I5 4570 16gb Ram512gb Ssd 4gb Gt740 24"" 100hz Oyuncu Masaüstü Bilgisayarı",,"12.875,81 TL",16 GB,512 GB,Nvidia Geforce GT 740,Intel Core i5,Free Dos (İşletim Sistemi Yok),,1920 x 1080,,,75 Hz,Harici,4 GB ve altı,,,4,HDD Yok,,,DDR3,,,Resmi Distribütör Garantili,2,,HDMI,Q Türkçe,DDR3,Full HD (FHD),2 Yıl,,,,,Yok,,Yok,3.00 GHz üstü,350 - 500 W,Var,,,,,,,,,,,,,,,,,,,,,,
60,https://www.trendyol.com/hp/amd-ryzen-7-5700u-32gb-1-tb-ssd-15-6-fhd-windows-11-dizustu-bilgisayar-4h0j2ea-ekipman-hediye-p-849062071,"HP AMD Ryzen 7-5700U 32GB 1TB SSD 15.6"" FHD WİNDOWS 11 Dizüstü Bilgisayar 4H0J2EA + EKİPMAN HEDİYE",AMD Ryzen 7-5700U 32GB 1,20.499 TL,32 GB,1 TB,AMD Radeon Graphics,AMD Ryzen 7,Windows,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60 Hz,Dahili,Paylaşımlı,5700U,5. Nesil,8,HDD Yok,Yok,IPS,DDR4,8 GB,Gri,HP Türkiye Garantili,1.8,4.3,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2 Yıl,Yok,Yok,Yok,6 Saat ve Üstü,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,https://www.trendyol.com/msi/modern-15-b12mo-676xtr-i5-1235u-16-gb-512-gb-15-6-free-dos-fhd-dizustu-bilgisayar-p-827531839,"MSI Modern 15 B12mo-676xtrI5-1235u 16 Gb 512 Gb 15.6"" Free Dos Fhd Dizüstü Bilgisayar",Modern 15 B12mo-676xtr,18.299 TL,16 GB,512 GB,Dahili Ekran Kartı,Intel Core i5,Free Dos (İşletim Sistemi Yok),"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60 Hz,Dahili,Paylaşımlı,1235U,12. Nesil,10,HDD Yok,Yok,,DDR4,16 GB,Siyah,MSI Türkiye Garantili,1.3,,USB - Bluetooth - HDMI,Q Türkçe,Belirtilmemiş,Full HD (FHD),2 Yıl,Yok,Yok,Yok,4-6 Saat,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,
