,link,brand,product,originalPrice,Garanti Tipi,Dahili Hafıza,RAM Kapasitesi,Ekran Boyutu,Pil Gücü (mAh),Mobil Bağlantı Hızı,Ön Kamera Çözünürlüğü,Kamera Çözünürlüğü,Ön Kamera Sayısı,Ekran Çözünürlüğü,Ekran Teknolojisi,Ön Kamera Çözünürlük Aralığı,Görüntü Teknolojisi,Ana Kamera Flaş,Ön Kamera Flaş,Ekran Cinsi,Arka Kamera Sayısı,Ekran Boyut Aralığı,İşletim Sistemi,Çift Hat,Kablosuz Şarj,Yüz Tanıma,Dokunmatik Ekran,Garanti Süresi,Şarj Girişi,Ana Kamera Çözünürlük Aralığı,NFC,Ekran Yenileme Hızı,Kulaklık Girişi,Şarj Hızı,Arttırılabilir Hafıza (Hafıza Kartı Desteği),Batarya Kapasitesi Aralığı,Parmak İzi Okuyucu,Suya/Toza Dayanıklılık,Renk,Yapay Zeka,Video Kayıt Çözünürlüğü,Menşei,Cep Telefonu Modeli,Radio,CPU Aralık,Görüntülü Konuşma,Kozmetik Durum,Tamir Edilebilirlik,CE Uygunluk Sembolu,İthalatçı/ Yetkili Temsilci/ İfa Hizmet Sağlayıcı,Üretici Bilgisi
79,https://www.trendyol.com/samsung/galaxy-a16-128-gb-4-gb-ram-gri-turkiye-garantili-p-882761835,Samsung Galaxy A16 128 Gb 4Gb Ram Gri ( Türkiye Garantili),Galaxy A16 128 Gb 4,,Resmi Distribütör Garantili,128 GB,4 GB,"6,7 inç",5000,4.5G,13 MP,50 MP,1,FHD+,FHD+,10 - 15 MP,AMOLED,Var,Var,Süper AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Var,Gri,Var,1080p (Full HD),,,,,,,,,,
80,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-siyah-cep-telefonu-12-ay-garantili-c-kalite-p-655832997,Apple Yenilenmiş iPhone 11 64GB Siyah Cep Telefonu (12 Ay Garantili) - C Kalite,Yenilenmiş iPhone 11 64,,Yenilenmiş Ürün (12 Ay Garanti),64 GB,4 GB,"6,1 inç",2800 ve üstü,,,10 - 15 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,2000-3000 mAh,,,Siyah,,,,,,,,C seviye-İyi,,,,
81,https://www.trendyol.com/general-mobile/era-30-8gb-4gb-4gb-genisletilmis-ram-128gb-hafiza-cift-sim-kart-p-848806871,General Mobile ERA 30 8GB(4GB + 4GB Genişletilmiş RAM) + 128GB Hafıza Çift Sim Kart,ERA 30 8GB,,Üretici Garantili,128 GB,4 GB,"6,51 inç",5000,4.5G,8 MP,50 MP,1,FHD+,,5 - 10 MP,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,,10-20 W,Var,5000-6000 mAh,Var,Yok,Siyah,Yok,,,,,,,,,,,
82,https://www.trendyol.com/samsung/galaxy-a55-5g-128-gb-8-gb-ram-siyah-uyumlu-samsung-turkiye-garantili-p-820686108,Samsung Galaxy A55 5G 128 GB8 GB Ram Siyah Uyumlu (Samsung Türkiye Garantili),Galaxy A55 5G 128 GB,,Samsung TR Garantili,128 GB,8 GB,"6,6 inç",5000,5G,32 MP,50 MP + 12 MP + 5 MP,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,Yok,Super AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Var,Siyah,Yok,2160p (Ultra HD) 4K,,,,,,,,,,
83,https://www.trendyol.com/huawei/p40-lite-128gb-siyah-yenilenmis-cok-iyi-p-769708683,Huawei P40 lite 128GB Siyah(Yenilenmiş - Çok İyi),,,,128 GB,2 GB,"6,5 inç",2800 ve üstü,,,8 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,3000-3500 mAh,,,Mavi,,,,,,,,B seviye-Çok İyi,,,,
84,https://www.trendyol.com/apple/iphone-16-pro-128gb-col-titanyum-p-857296094,Apple iPhone 16 Pro 128GB ÇölTitanyum,iPhone 16 Pro 128GB Çöl,,Apple Türkiye Garantili,128 GB,8 GB,"6,26 inç",3000 - 4000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,SXRD,,,OLED,3,6'' - 6.5'',iOS,Var,Var,Var,Var,2 Yıl,USB Type-C,80 - 100 MP,Var,120 Hz,USB Type-C,20-40 W,,3500-4000 mAh,Yok,Var,Bej,Var,2160p (Ultra HD) 4K,,iPhone 16 Pro,Yok,,Var,,,,,
85,https://www.trendyol.com/apple/iphone-16e-128gb-beyaz-p-900754124,Apple iPhone 16e 128GB Beyaz,iPhone 16e 128GB Beyaz,,Apple Türkiye Garantili,128 GB,8 GB,6 - 8 inç,3000 - 4000,5G,,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,,,,OLED,1,6'' - 6.5'',iOS,Var,Var,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,Belirtilmemiş,,,3000-3500 mAh,Yok,Var,Beyaz,Var,2160p (Ultra HD) 4K,,,,2.0-2.5 GHz,Var,,,,,
86,https://www.trendyol.com/poco/x6-pro-5g-12-gb-ram-512-gb-sari-cep-telefonu-xiaomi-turkiye-garantili-p-794322968,POCO X6 Pro 5g 12 Gb Ram 512Gb Sarı Cep Telefonu (XİAOMİ TÜRKİYE GARANTİLİ),X6 Pro 5g 12 Gb Ram 512,,Resmi Distribütör Garantili,512 GB,12 GB,"6,67 inç",4000 - 5000,5G,0.3 MP - 1.5 MP,5 - 10 MP,1,FHD+,DLED,5 - 10 MP,AMOLED,Var,Var,AMOLED,1,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,120 Hz,USB Type-C,60-80 W,Var,4500-5000 mAh,Var,Yok,Sarı,Var,1080p (Full HD),AD,,,,,,,,,
87,https://www.trendyol.com/xiaomi/redmi-12-128-gb-8-gb-ram-gumus-cep-telefonu-xiaomi-turkiye-garantili-p-765278800,Xiaomi Redmi 12 128 GB 8 GBRAM Gümüş Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 12 128 GB 8 GB,,Xiaomi Türkiye Garantili,128 GB,8 GB,"6,8 inç",4000 - 5000,4G,8 MP,5 - 10 MP,1,FHD+,FHD+,5 - 10 MP,LCD,Var,Yok,IPS LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,90 Hz,USB Type-C,10-20 W,Var,4000-4500 mAh,Var,Yok,Gümüş,Yok,1080p (Full HD),,Xiaomi Redmi 12C,,,,,,,,
88,https://www.trendyol.com/reeder/s23-pro-max-6-128-gb-yesil-p-881759864,Reeder S23 Pro Max 6/128 GbYeşil,S23 Pro Max 6/128 Gb,,Reeder Türkiye Garantili,128 GB,8 GB,"6,51 inç",5000,4.5G,20 - 40 MP,48 MP + 2 MP,1,HD+,HD+,20 - 40 MP,LCD,Var,Yok,Full HD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Mor,Yok,1080p (Full HD),TR,Reeder S23 Pro Max,,,,,Yetkili Servis ile Tamiri Gerekir.,Ürün görselinde bulunmuyor,Detayını Gör,Detayını Gör
89,https://www.trendyol.com/tecno/spark-go-2024-128-gb-4-gb-ram-beyaz-cep-telefonu-tecno-turkiye-garantili-p-809977455,TECNO SPARK Go 2024 128 GB  /4 GB Ram Beyaz Cep Telefonu (TECNO Türkiye Garantili),SPARK Go 2024 128 GB  /,,Resmi Distribütör Garantili,128 GB,4 GB,"6,6 inç",5000,4G,5 -10 MP,13 MP + 2 MP,1,HD+,HD+,5 - 10 MP,LCD,Var,Var,LCD,2,4.5'' - 5'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,90 Hz,USB Type-C,10-20 W,Var,4500-5000 mAh,Var,Yok,Beyaz,Yok,,,,,,,,,,,
90,https://www.trendyol.com/xiaomi/redmi-note-14-pro-12gb-ram-512gb-rom-mor-p-891692668,"Xiaomi Redmi Note 14 Pro 12GB RAM 512GB ROM, Mor",Redmi Note 14 Pro,,Xiaomi Türkiye Garantili,512 GB,12 GB,"6,67 inç",5000 ve üstü,4G,32 MP,20 MP ve üstü,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,120 Hz,3.5 mm,40-60 W,Var,5000-6000 mAh,Var,Var,Mor,,1080p (Full HD),CN,,,,,,,,,
91,https://www.trendyol.com/samsung/galaxy-s23-fe-128-gb-mor-samsung-turkiye-garantili-p-767487793,Samsung Galaxy S23 FE 128 GBMor (Samsung Türkiye Garantili),Galaxy S23 FE 128 GB,,Samsung TR Garantili,128 GB,8 GB,6 inç ve üstü,4500,4.5G,8 MP ve üstü,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,AMOLED,Var,Var,AMOLED,3,6'' - 6.5'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Yok,Mor,Var,,,Samsung Galaxy S23,,,,,,,,
92,https://www.trendyol.com/apple/yenilenmis-iphone-13-128gb-b-kalite-mavi-p-808956573,Apple Yenilenmiş IPHONE 13128GB -B Kalite- Mavi,Yenilenmiş IPHONE 13,,Yenilenmiş Ürün (12 Ay Garanti),128 GB,4 GB,"6,1 inç",,,,,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,,,,Mavi,,,,,,,,B seviye-Çok İyi,,,,
93,https://www.trendyol.com/vivo/y28-256-gb-8-gb-ram-turkiye-garantili-p-840053587,vivo Y28 256 Gb 8 Gb Ram (Türkiye Garantili),Y28 256 Gb 8 Gb Ram (,,Üretici Garantili,256 GB,8 GB,6 inç ve üstü,6000,4G,8 MP,50 MP,1,FHD+,,5 - 10 MP,,Var,,LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Yok,Metalik,Yok,,,,,,,,,,,
94,https://www.trendyol.com/xiaomi/redmi-note-12-pro-256-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-685539438,Xiaomi Redmi Note 12 Pro 256GB 8 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),Redmi Note 12 Pro 256,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,67 inç",5000,4.5G,16 MP,108 MP + 8 MP + 2 MP,1,FHD+,FHD+,15 - 20 MP,AMOLED,Var,Yok,AMOLED,4,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,100 -120 MP,Var,120 Hz,USB Type-C,60-80 W,Var,5000-6000 mAh,Var,Var,Gri,Yok,1080p (Full HD),,Xiaomi Redmi Note 12 Pro,,,,,,,,
95,https://www.trendyol.com/honor/magic-7-pro-black-akilli-telefon-p-900415523,Honor Magic 7 Pro BlackAkıllı Telefon,,,Honor Türkiye Garantili,512 GB,12 GB,,,3G,,,1,,,,,,,,1,,Android,Var,Var,,Var,,,,,,,,,,Var,,Çok Renkli,,,,,,,,,,,,
96,https://www.trendyol.com/honor/magic-7-pro-black-akilli-telefon-p-900415523,Honor Magic 7 Pro BlackAkıllı Telefon,,,Honor Türkiye Garantili,512 GB,12 GB,,,3G,,,1,,,,,,,,1,,Android,Var,Var,,Var,,,,,,,,,,Var,,Çok Renkli,,,,,,,,,,,,
97,https://www.trendyol.com/xiaomi/redmi-12c-128-gb-4-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-666265944,Xiaomi Redmi 12C 128 GB 4 GBRAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 12C 128 GB 4 GB,,Xiaomi Türkiye Garantili,128 GB,4 GB,6 - 8 inç,5000,4.5G,5 - 8 MP,20 MP ve üstü,1,HD,FHD+,5 - 10 MP,LCD,Var,Var,IPS LCD,1,6.5'' - 7'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,120 Hz,3.5 mm,10-20 W,Yok,4500-5000 mAh,Var,Var,Gri,Var,4320p (Ultra HD) 8K,,Xiaomi Redmi 12C,,,,,,,,
98,https://www.trendyol.com/samsung/galaxy-a16-256-gb-8-gb-ram-siyah-cep-telefonu-turkiye-garantili-p-882177805,Samsung Galaxy A16 256 Gb 8Gb Ram Siyah Cep Telefonu ( Türkiye Garantili),Galaxy A16 256 Gb 8,,Resmi Distribütör Garantili,256 GB,8 GB,"6,7 inç",5000,4.5G,13 MP,13 MP,Yok,,,Yok,AMOLED,Var,Var,AMOLED,2,,Android,Var,Var,Var,Yok,2 Yıl,,,Var,60 Hz,,10-20 W,Var,5000-6000 mAh,Var,Var,Siyah,Var,,,,,,,,,,,
99,https://www.trendyol.com/xiaomi/note-14-pro-plus-5g-12-gb-ram-512-gb-siyah-xiaomi-turkiye-garantili-p-893550790,Xiaomi Note 14 Pro Plus 5G 12GB RAM 512 GB Siyah (Xiaomi Türkiye Garantili),Note 14 Pro Plus 5G 12,,Xiaomi Türkiye Garantili,512 GB,12 GB,"6,67 inç",4000 - 5000,5G,20 MP,20 MP ve üstü,1,,,10 - 15 MP,,,,AMOLED,2,6.5'' - 7'',Android,Var,,Var,Var,2 Yıl,USB Type-C,20 - 40 MP,Var,120 Hz,USB Type-C,100-120 W,,4500-5000 mAh,Var,Var,Siyah,,,,,,,,,,,,
100,https://www.trendyol.com/samsung/galaxy-s25-ultra-512-gb-titanyum-gri-samsung-turkiye-garantili-p-889950713,Samsung Galaxy S25 Ultra 512GB Titanyum Gri (Samsung Türkiye Garantili),Galaxy S25 Ultra 512,,Samsung TR Garantili,512 GB,12 GB,,4000 - 5000,5G,12 MP,20 MP ve üstü,1,QHD+,Dinamik AMOLED,10 - 15 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,,USB Type-C,,,4500-5000 mAh,Var,Var,Gri,Var,,VN,,,,,,,,,
101,https://www.trendyol.com/xiaomi/redmi-13c-8-gb-ram-256-gb-lacivert-cep-telefonu-xiaomi-turkiye-garantili-p-789833302,Xiaomi Redmi 13C 8 GB RAM 256GB Lacivert Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 13C 8 GB RAM 256,,Xiaomi Türkiye Garantili,256 GB,8 GB,"6,7 inç",5000,4.5G,8 MP,50 MP + 2 MP + 2 MP,1,FHD+,,5 - 10 MP,LCD,Var,,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,2 Yıl,USB Type-C,40 - 60 MP,Yok,90 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Var,Lacivert,Yok,,,,,,,,,,,
102,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a32-128gb-a-kalite-beyaz-p-788415891,Samsung Yenilenmiş SAMSUNGGALAXY A32 128GB -A Kalite- Beyaz,Yenilenmiş SAMSUNG,,,128 GB,6 GB,"6,4 inç",,,,,,,,,,,,,,,,,,,,1 Yıl,,40 - 60 MP,,,,,,,,,Beyaz,,,,,,,,A seviye-Mükemmel,,,,
103,https://www.trendyol.com/honor/x9b-5g-12gb-ram-256-gb-siyah-kvk-turkiye-garantili-p-832512910,Honor X9b 5g 12gb Ram 256 GbSiyah (KVK TÜRKİYE GARANTİLİ),X9b 5g 12gb Ram 256 Gb,,Resmi Distribütör Garantili,256 GB,12 GB,6 inç ve üstü,5000 ve üstü,6G,5 MP,108 MP + 12 MP + 5 MP + 5 MP,1,FHD+,FHD+,15 - 20 MP,AMOLED,,,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,100 -120 MP,Var,120 Hz,3.5 mm,20-40 W,Yok,5000-6000 mAh,Var,Var,Siyah,,,,,,,,,,,,
104,https://www.trendyol.com/samsung/galaxy-s24-fe-256-gb-grafit-cep-telefonu-samsung-turkiye-garantili-p-864687875,Samsung Galaxy S24 FE 256 GBGrafit Cep Telefonu (Samsung Türkiye Garantili),Galaxy S24 FE 256 GB,,Resmi Distribütör Garantili,256 GB,8 GB,6 - 8 inç,4000 - 5000,,10 - 20 MP,50 MP,1,FHD+,,10 - 15 MP,AMOLED,Var,,AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,10 - 15 MP,Var,60 Hz,,10-20 W,Var,4000-4500 mAh,Var,Var,Gri,Yok,,,,,,,,,,,
105,https://www.trendyol.com/apple/iphone-14-128-gb-yildiz-isigi-p-355707118,Apple iPhone 14 128 GB YıldızIşığı,iPhone 14 128 GB Yıldız,,Apple Türkiye Garantili,128 GB,6 GB,"6,1 inç",3279,5G,10 - 20 MP,12 MP + 12 MP,1,HD,FHD,5 - 10 MP,AMOLED,,,HD,2,6'' - 6.5'',iOS,Yok,Var,Var,Var,2 Yıl,Lightning,10 - 15 MP,Var,120 Hz,Lightning,20-40 W,,3000-3500 mAh,Var,Var,Beyaz,Var,1080p (Full HD),CN,iPhone 14,Var,2.5-3.2 GHz,Var,,Yetkili Servis ile Tamiri Gerekir.,,,
106,https://www.trendyol.com/xiaomi/redmi-note-12-pro-5g-12-gb-ram-256gb-cep-telefonu-saat-hediyeli-p-921579711,Xiaomi Redmi Note 12 Pro 5g12 Gb Ram 256gb  Cep Telefonu +Saat Hediyeli,,,,256 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mavi,,,,,,,,A seviye-Mükemmel,,,,
107,https://www.trendyol.com/zte/nubia-v40-design-mavi-cep-telefonu-p-810276847,ZTE Nubia V40 Design Mavi CepTelefonu,Nubia V40 Design Mavi Cep,,Resmi Distribütör Garantili,128 GB,4 GB,"6,67 inç",4500,4G,8 MP ve üstü,50 MP + 5 MP + 2 MP,1,HD+,FHD,5 - 10 MP,LCD,Var,Yok,IPS LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,3.5 mm,20-40 W,Var,4000-4500 mAh,Var,Yok,Mavi,Var,1080p (Full HD),,,,,,,,,,
108,https://www.trendyol.com/general-mobile/gm-8-3-32-gb-yenilenmis-telefon-cok-iyi-durumda-tek-simli-p-476653060,General Mobile Gm 8 3+32 GBYenilenmiş Telefon (Çok Iyi Durumda Tek Simli),Gm 8 3+32 GB,,Üretici Garantili,32 GB,3 GB,"5,5 - 6 inç",3000 - 7900,,,10 - 15 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,3000-3500 mAh,,,Altın,,,,,,,,C seviye-İyi,,,,
109,https://www.trendyol.com/tecno/spark-10-pro-256-gb-8-gb-ram-siyah-cep-telefonu-tecno-turkiye-garantili-p-700432428,TECNO SPARK 10 Pro 256 GB / 8GB RAM Siyah Cep Telefonu (TECNO Türkiye Garantili),SPARK 10 Pro 256 GB / 8,,Resmi Distribütör Garantili,256 GB,8 GB,"6,8 inç",5000,4.5G,20 MP,20 MP ve üstü,1,FHD+,,20 - 40 MP,LCD,Var,Var,LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Yok,Siyah,Yok,,,Tecno Spark 10 Pro,,,,,,,,
110,https://www.trendyol.com/infinix/zero-30-8-gb-ram-8-gb-sanal-ram-256-gb-cep-telefonu-infinix-turkiye-garantili-p-785168559,INFINIX Zero 30 8 GB Ram + 8GB Sanal Ram 256 GB Cep Telefonu (Infinix Türkiye Garantili),Zero 30 8 GB Ram + 8,,KVK Garantili,256 GB,8 GB,"6,7 inç",5000,4G,40 - 60 MP,108 MP + 12 MP + 5 MP + 5 MP,1,FHD+,FHD+,40 - 60 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,100 -120 MP,Var,120 Hz,USB Type-C,40-60 W,Var,5000-6000 mAh,Var,Var,Altın,Yok,2160p (Ultra HD) 4K,,,,,,,,,,
111,https://www.trendyol.com/samsung/galaxy-s25-ultra-1-tb-titanyum-mavi-samsung-turkiye-garantili-p-889950714,Samsung Galaxy S25 Ultra 1 TBTitanyum Mavi (Samsung Türkiye Garantili),,,Samsung TR Garantili,1 TB,12 GB,,4000 - 5000,5G,12 MP,20 MP ve üstü,1,QHD+,Dinamik AMOLED,10 - 15 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Var,,Var,Var,2 Yıl,USB Type-C,120 MP ve üstü,Var,,USB Type-C,,,4500-5000 mAh,Var,Var,Mavi,Var,,VN,,,,,,,,,
112,https://www.trendyol.com/apple/yenilenmis-iphone-13-128-gb-cep-telefonu-pembe-b-kalite-p-647509173,Apple Yenilenmiş iPhone 13128 GB Cep Telefonu Pembe - B Kalite,Yenilenmiş iPhone 13,,Yenilenmiş Ürün (12 Ay Garanti),128 GB,4 GB,"6,1 inç",2800 ve üstü,,,10 - 15 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,2000-3000 mAh,,,Pembe,,,,,,,,B seviye-Çok İyi,,,,
113,https://www.trendyol.com/samsung/galaxy-a35-5g-128-gb-8-gb-ram-buz-mavisi-turkiye-garantili-uyumlu-p-820754046,Samsung Galaxy A35 5G 128 GB8 GB Ram Buz Mavisi (Türkiye Garantili) Uyumlu,Galaxy A35 5G 128 GB,,Samsung TR Garantili,128 GB,8 GB,"6,6 inç",5000,5G,13 MP,50 MP,1,FHD+,FHD+,10 - 15 MP,AMOLED,Var,Yok,Super AMOLED,3,6.5'' - 7'',Android,Var,Var,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,120 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Var,Çok Renkli,Yok,2160p (Ultra HD) 4K,,,,,,,,,,
114,https://www.trendyol.com/omix/128-gb-6gb-siyah-turkiye-garantili-siyah-p-810293116,omix 128 Gb 6gb Siyah (Türkiye Garantili) Siyah,128 Gb 6gb Siyah (,,Resmi Distribütör Garantili,128 GB,6 GB,"6,7 inç",5000 ve üstü,4.5G,32 MP,50 MP,1,FHD+,FHD+,20 - 40 MP,LCD,Var,Yok,IPS LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Var,Var,Siyah,Yok,1440p (Quad HD),TR,,,,,,,,,
115,https://www.trendyol.com/nubia/redmagic-10-pro-5g-512-gb-16-gb-ram-moonlight-cep-telefonu-p-899569835,Nubia REDMAGIC 10 PRO 5G 512GB 16 GB Ram Moonlight Cep Telefonu,,,Resmi Distribütör Garantili,512 GB,16 GB,"6,8 inç",4000 - 5000,5G,10 - 20 MP,50 MP,1,FHD+,FHD+,20 - 40 MP,AMOLED,Var,,AMOLED,4,,Android,Var,Var,Var,Var,2 Yıl,USB Type-C,20 - 40 MP,Var,144 Hz,,60-80 W,Var,6000-7000 mAh,Var,Var,Gri,Var,,,,,,,,,,,
116,https://www.trendyol.com/apple/yenilenmis-iphone-11-128-gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-655828953,Apple Yenilenmiş iPhone 11128 GB Beyaz Cep Telefonu (12 Ay Garantili) - C Kalite,Yenilenmiş iPhone 11,,Yenilenmiş Ürün (12 Ay Garanti),128 GB,4 GB,"6,1 inç",3110,,,12 MP,,,,,,,,,,,,,,,,1 Yıl,,10 - 15 MP,,,,,,3000-3500 mAh,,,Beyaz,,,TR,,,,,A seviye-Mükemmel,,,,
117,https://www.trendyol.com/xiaomi/redmi-note-13-pro-12-gb-ram-512-gb-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-797235137,Xiaomi Redmi Note 13 Pro 12GB RAM 512 GB Siyah Cep Telefonu (Xiaomi Türkiye Garantili),Redmi Note 13 Pro 12,,Xiaomi Türkiye Garantili,512 GB,12 GB,"6,67 inç",4000 - 5000,4G,8 MP ve üstü,5 - 10 MP,1,FHD+,FHD+,5 - 10 MP,AMOLED,Var,Var,AMOLED,1,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,5 - 10 MP,Yok,120 Hz,USB Type-C,60-80 W,Var,4500-5000 mAh,Var,Yok,Siyah,Var,1080p (Full HD),AD,,,,,,,,,
118,https://www.trendyol.com/samsung/galaxy-s23-ultra-512-gb-krem-cep-telefonu-samsung-turkiye-garantili-p-635097866,Samsung Galaxy S23 Ultra 512GB Krem Cep Telefonu (Samsung Türkiye Garantili),Galaxy S23 Ultra 512,,Samsung TR Garantili,512 GB,8 GB,"6,6 inç",5000,5G,8 - 14 MP,48MP + 8MP + 5MP + 2MP,1,QHD+,Dinamik AMOLED,15 - 20 MP,AMOLED,Var,Var,AMOLED,3,6.5'' - 7'',Android,Yok,Yok,Var,Var,2 Yıl,USB Type-C,15 - 20 MP,Yok,120 Hz,USB Type-C,40-60 W,Yok,5000-6000 mAh,Var,Yok,Bej,Yok,,,Samsung Galaxy S23 Ultra,,,,,,,,
119,https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-128-gb-hafiza-cift-sim-kart-p-848804102,General Mobile Era 50 12gb(6GB 6GB GENİŞLETİLMİŞ RAM) 128 Gb Hafıza Çift Sim Kart,Era 50 12gb,,Üretici Garantili,128 GB,6 GB,"6,7 inç",5000,4.5G,32 MP,50 MP,2,HD+,,40 - 60 MP,LCD,Var,Yok,IPS LCD,2,6.5'' - 7'',Android,Var,Yok,Var,Var,2 Yıl,USB Type-C,40 - 60 MP,Var,90 Hz,USB Type-C,20-40 W,Var,5000-6000 mAh,Var,Yok,Siyah,Yok,,CN,,,,,,,,,
120,https://www.trendyol.com/tecno/pova-6-pro-5g-256-gb-12-gb-ram-yesil-tecno-turkiye-garantili-p-850551940,TECNO POVA 6 Pro 5G 256 GB /12 GB RAM Yeşil (TECNO Türkiye Garantili),POVA 6 Pro 5G 256 GB /,,Üretici Garantili,256 GB,12 GB,"6,6 inç",6000,4G,32 MP,108 MP + 2 MP + 2MP,2,FHD+,FHD+,5 - 10 MP,AMOLED,Var,,AMOLED,2,6.5'' - 7'',Android,Yok,Yok,Yok,Var,2 Yıl,USB Type-C,100 -120 MP,Yok,60 Hz,USB Type-C,10-20 W,Yok,6000-7000 mAh,Yok,Yok,Yeşil,Yok,,,,,,,,,,,
121,https://www.trendyol.com/apple/iphone-16-pro-max-256gb-col-titanyum-p-857296109,Apple iPhone 16 Pro Max 256GBÇöl Titanyum,iPhone 16 Pro Max 256GB,,Apple Türkiye Garantili,256 GB,8 GB,"6,95 inç",4000 - 5000,5G,12 MP,20 MP ve üstü,1,FHD+,FHD+,10 - 15 MP,SXRD,,,OLED,3,6.5'' - 7'',iOS,Var,Var,Var,Var,2 Yıl,USB Type-C,80 - 100 MP,Var,120 Hz,USB Type-C,20-40 W,,4500-5000 mAh,Yok,Var,Bej,Var,2160p (Ultra HD) 4K,US,iPhone 16 Pro Max,Yok,,Var,,"Tamir Edilebilir, Satıcı ile İletişime Geçiniz.",,,
