,link,brand,product,price,cosmetic_condition,internal_storage,battery_power_mah,warranty_period,warranty_type,color,main_camera_resolution_range,screen_size,ram_capacity,mobile_connection_speed,camera_resolution,front_camera_count,screen_resolution,screen_technology,front_camera_resolution,front_camera_resolution_range,display_technology,main_camera_flash,front_camera_flash,screen_type,rear_camera_count,screen_size_range,operating_system,dual_sim,wireless_charging,face_recognition,touchscreen,charging_port,nfc,screen_refresh_rate,headphone_jack,charging_speed,expandable_storage,battery_capacity_range,fingerprint_reader,water_dust_resistance,artificial_intelligence,phone_model,video_recording_resolution,country_of_origin,radio,cpu_range,video_call,repairability,ce_compliance,importer_representative,manufacturer_info
60,https://www.trendyol.com/samsung/yenilenmis-galaxy-m52-128-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-851706761,Samsung Yenilenmiş Galaxy M52128 Gb Mavi Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,8.599 TL,C seviye-İyi,128 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-256-gb-a-kalite-p-742718216,Apple Yenilenmiş Iphone 13Pro Max 256 Gb - A Kalite,,54.799 TL,A seviye-Mükemmel,256 GB,4000 - 5000,1 Yıl,Delta Servis Garantili,Gümüş,10 - 15 MP,6 inç ve üstü,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,4000-4500 mAh,,,,,,,,,,,,,
62,https://www.trendyol.com/samsung/galaxy-a11-32-gb-beyaz-yenilenmis-urun-sifir-gibi-p-871047779,Samsung Galaxy A11 32 GbBeyaz Yenilenmiş Ürün (SIFIR GİBİ),,3.989 TL,B seviye-Çok İyi,32 GB,3110,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,10 - 15 MP,6 - 8 inç,2 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,2000-3000 mAh,,,,,,,,,,,,,
63,https://www.trendyol.com/infinix/hot-30i-x669c-4gb-ram-4gb-sanal-ram-128gb-beyaz-turkiye-garantili-p-739765244,INFINIX Hot 30i X669c 4gb Ram4gb Sanal Ram 128gb Beyaz ( Türkiye Garantili),Hot 30i X669c 4gb Ram,6.850 TL,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Beyaz,40 - 60 MP,"6,5 inç",4 GB,4.5G,20 MP ve üstü,1,HD+,HD,20 MP,5 - 10 MP,LCD,Var,Yok,LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,USB Type-C,10-20 W,Var,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
64,https://www.trendyol.com/apple/yenilenmis-iphone-12-256-gb-siyah-p-647510013,Apple Yenilenmiş iPhone 12256 GB Siyah,,"26.248,95 TL",,256 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-256-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-b-kalite-p-883154207,Apple Yenilenmiş Iphone 12Pro 256 Gb Pasifik Mavisi Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,35.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,https://www.trendyol.com/realme/yenilenmis-oppo-realme-5-pro-mavi-128gb-a-kalite-p-865446461,realme Yenilenmiş Oppo Realme5 Pro Mavi 128GB A Kalite,,6.600 TL,A seviye-Mükemmel,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-siyah-cep-telefonu-p-639945669,Apple Yenilenmiş Iphone 11 64Gb Siyah Cep Telefonu,,17.000 TL,,64 GB,,2 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-128-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-a-kalite-p-885715403,Apple Yenilenmiş Iphone 12Pro Max 128 Gb Pasifik Mavisi Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,39.749 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-fe-mor-128-gb-b-kalite-p-860016210,Samsung Yenilenmiş SamsungGalaxy S23 FE Mor 128 GB B Kalite,,21.999 TL,B seviye-Çok İyi,128 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-plus-256-gb-siyah-c-kalite-p-858614838,Samsung Yenilenmiş SamsungGalaxy S21 Plus 256 GB Siyah C Kalite,,25.299 TL,C seviye-İyi,256 GB,,1 Yıl,,Siyah,,"6,7 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,https://www.trendyol.com/apple/iphone-13-pro-max-512gb-altin-yenilenmis-a-kalite-p-805788068,Apple iPhone 13 Pro Max 512GBAltın - Yenilenmis - A Kalite,iPhone 13 Pro Max 512GB,,A seviye-Mükemmel,512 GB,,1 Yıl,,Altın,10 - 15 MP,6 - 8 inç,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-note-11-pro-128gb-beyaz-cep-telefonu-12-ay-garantili-c-kalite-p-890829948,Xiaomi YENİLENMİŞ XIAOMIREDMI NOTE 11 PRO 128GB BEYAZ CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,8.599 TL,C seviye-İyi,128 GB,,1 Yıl,,Beyaz,10 - 15 MP,"6,67 inç",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,https://www.trendyol.com/apple/yenilenmis-iphone-13-128-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-887227473,Apple Yenilenmiş iPhone 13128 GB Yeşil Cep Telefonu (12 Ay Garantili) - C Kalite,,31.899 TL,C seviye-İyi,128 GB,,,,Yeşil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,https://www.trendyol.com/apple/yenilenmis-iphone-12-128-gb-mavi-cep-telefonu-12-ay-garantili-b-kalite-p-887227233,Apple Yenilenmiş iPhone 12128 GB Mavi Cep Telefonu (12 Ay Garantili) - B Kalite,,26.199 TL,B seviye-Çok İyi,128 GB,,,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-256-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-b-kalite-p-852390318,Apple Yenilenmiş Iphone 12Pro 256 Gb Pasifik Mavisi Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,35.699 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,https://www.trendyol.com/apple/yenilenmis-iphone-12-64-gb-siyah-cep-telefonu-12-ay-garantili-a-kalite-p-852384527,Apple Yenilenmiş Iphone 12 64Gb Siyah Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,24.499 TL,A seviye-Mükemmel,64 GB,,2 Yıl,,Siyah,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-256-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-848785049,Samsung Yenilenmiş Galaxy S23256 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - B Kalite,Yenilenmiş Galaxy S23,28.199 TL,B seviye-Çok İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-512-gb-grafit-cep-telefonu-12-ay-garantili-b-kalite-p-890222381,Apple Yenilenmiş iPhone 13Pro 512 GB Grafit Cep Telefonu (12 Ay Garantili) - B Kalite,,50.699 TL,B seviye-Çok İyi,512 GB,,1 Yıl,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,https://www.trendyol.com/apple/yenilenmis-apple-iphone-12-pro-512gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-887227560,Apple YENİLENMİŞ APPLE IPHONE12 PRO 512GB GÜMÜŞ CEP TELEFONU (12 AY GARANTİLİ) - B KALİTE,,38.199 TL,B seviye-Çok İyi,512 GB,,1 Yıl,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,https://www.trendyol.com/apple/yenilenmis-iphone-12-64-gb-yesil-cep-telefonu-12-ay-garantili-c-kalite-p-850401806,Apple Yenilenmiş Iphone 12 64Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,23.899 TL,C seviye-İyi,64 GB,,2 Yıl,,Yeşil,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,https://www.trendyol.com/samsung/galaxy-a72-mavi-128-gb-8-gb-ram-yenilenmis-urun-sifir-gibi-p-848524052,Samsung Galaxy A72 Mavi 128GB / 8 GB Ram YENİLENMİŞ ÜRÜN (Sıfır Gibi),,11.399 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,40 - 60 MP,6 - 8 inç,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,https://www.trendyol.com/xiaomi/redmi-12c-128-gb-4-gb-ram-mor-cep-telefonu-xiaomi-turkiye-garantili-p-666691491,Xiaomi Redmi 12C 128 GB 4 GBRAM Mor Cep Telefonu (Xiaomi Türkiye Garantili),Redmi 12C 128 GB 4 GB,7.699 TL,,128 GB,5000,2 Yıl,Xiaomi Türkiye Garantili,Mor,40 - 60 MP,6 - 8 inç,4 GB,4.5G,20 MP ve üstü,1,HD,FHD+,5 - 8 MP,5 - 10 MP,LCD,Var,Var,IPS LCD,1,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,120 Hz,3.5 mm,10-20 W,Yok,4500-5000 mAh,Var,Var,Var,Xiaomi Redmi 12C,4320p (Ultra HD) 8K,,,,,,,,
84,https://www.trendyol.com/vivo/y51-128-gb-8-gb-ram-cep-telefonu-vivo-turkiye-garantili-p-140012874,vivo Y51 128 GB 8 GB RAM CepTelefonu (vivo Türkiye Garantili),Y51 128 GB 8 GB RAM Cep,12.999 TL,,128 GB,4000 - 5000,2 Yıl,KVK Garantili,Sarı,40 - 60 MP,"4 - 4,5 inç",8 GB,5G,5 MP ve altı,1,HD+,QLED,5 MP,40 - 60 MP,OLED,Var,Yok,OLED,4,5.5'' - 6'',Android,Var,Yok,Var,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Var,Var,Yok,,,,,,,,,,
85,https://www.trendyol.com/apple/iphone-16-512gb-laciverttas-p-857296125,Apple iPhone 16 512GBLaciverttaş,iPhone 16 512GB,76.329 TL,,512 GB,3000 - 4000,2 Yıl,Apple Türkiye Garantili,Lacivert,5 - 10 MP,"6,1 inç",8 GB,5G,5 - 10 MP,1,FHD+,,12 MP,5 - 10 MP,SXRD,,,OLED,2,6'' - 6.5'',iOS,Yok,Var,Var,Var,USB Type-C,Var,60 Hz,USB Type-C,20-40 W,,3500-4000 mAh,Yok,Yok,Var,iPhone 16,1080p (Full HD),,Yok,2.0-2.5 GHz,Var,,,,
86,https://www.trendyol.com/apple/yenilenmis-iphone-11-256-gb-mor-cep-telefonu-12-ay-garantili-b-kalite-p-850412990,Apple Yenilenmiş Iphone 11256 Gb Mor Cep Telefonu (12 AY GARANTİLİ) - B Kalite,,21.449 TL,B seviye-Çok İyi,256 GB,,1 Yıl,,Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-128gb-a-kalite-mor-p-847259880,Samsung Yenilenmiş SAMSUNGGALAXY S21 128GB -A Kalite- Mor,,14.899 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Mor,10 - 15 MP,"6,4 inç",8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a23-128gb-b-kalite-siyah-p-831838441,Samsung Yenilenmiş SAMSUNGGALAXY A23 128GB -B Kalite- Siyah,,7.519 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,40 - 60 MP,"6,6 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,https://www.trendyol.com/omix/x600-128-gb-4-gb-ram-beyaz-cep-telefonu-omix-turkiye-garantili-p-312465556,omix X600 128 Gb 4 Gb RamBeyaz Cep Telefonu (OMİX TÜRKİYE GARANTİLİ),X600 128 Gb 4 Gb Ram,6.999 TL,,128 GB,4000 - 5000,2 Yıl,Resmi Distribütör Garantili,Beyaz,40 - 60 MP,6 inç ve üstü,4 GB,4.5G,20 MP ve üstü,1,FHD+,FHD+,8 - 14 MP,5 - 10 MP,LED,Var,Yok,IPS LCD,4,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,60 Hz,USB Type-C,20-40 W,Var,4500-5000 mAh,Var,Yok,Yok,,1080p (Full HD),,,,,,,,
90,https://www.trendyol.com/samsung/yenilenmis-galaxy-a54-5g-128-gb-siyah-cep-telefonu-p-775001272,Samsung Yenilenmiş Galaxy A545g 128 Gb Siyah Cep Telefonu,Yenilenmiş Galaxy A54,13.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,İthalatçı Garantili,Siyah,20 - 40 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,https://www.trendyol.com/realme/9-pro-rmx3472-6gb-128-gb-sunrise-blue-p-681089336,realme 9 Pro (rmx3472)6GB+128 GB Sunrise Blue,9 Pro (rmx3472),9.399 TL,,128 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Mavi,60 - 80 MP,"4 - 4,5 inç",6 GB,5G,5 MP ve altı,1,HD,,5 MP,15 - 20 MP,LCD,Var,Yok,LCD,1,7'' Üstü,Android,Var,Yok,Yok,Var,USB Type-C,Var,60 Hz,3.5 mm,10-20 W,Yok,4500-5000 mAh,Yok,Yok,Yok,,,,,,,,,,
92,https://www.trendyol.com/tecno/mobile-spark-8c-kg5q-4-128-gb-gri-turkiye-garantili-p-639537446,TECNO Mobile Spark 8c Kg5q4+128 GB Gri (Türkiye Garantili),,,,128 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Gri,15 - 20 MP,"4 - 4,5 inç",4 GB,4.5G,5 MP ve altı,1,HD,,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,2,6.5'' - 7'',Android,Var,Yok,Yok,Var,Micro-USB,Var,60 Hz,3.5 mm,10-20 W,Var,5000-6000 mAh,Yok,Yok,Yok,,,,,,,,,,
93,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-pink-128gb-p-345876947,Samsung Yenilenmiş Galaxy S20Pink 128gb,,10.999 TL,A seviye-Mükemmel,128 GB,,,Yenilenmiş Ürün (12 Ay Garanti),Pembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-uyumlu-p-316440811,Samsung Yenilenmiş Galaxy S20Uyumlu,Yenilenmiş Galaxy S20,10.999 TL,,128 GB,4000 - 5000,1 Yıl,,Gri,,6 inç ve üstü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-12c-128-gb-gri-cep-telefonu-12-ay-garantili-b-kalite-p-897052045,Xiaomi Yenilenmiş XiaomiRedmi 12C 128 GB Gri Cep Telefonu (12 Ay Garantili) - B Kalite,,5.799 TL,B seviye-Çok İyi,128 GB,,,,Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,https://www.trendyol.com/apple/yenilenmis-iphone-12-256-gb-mavi-cep-telefonu-12-ay-garantili-c-kalite-p-887227228,Apple Yenilenmiş iPhone 12256 GB Mavi Cep Telefonu (12 Ay Garantili) - C Kalite,,28.399 TL,C seviye-İyi,256 GB,,,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,https://www.trendyol.com/fitgo/tuslu-cep-telefonu-yasli-hizli-arama-p-831846662,FİTGO Tuşlu Cep TelefonuYaşlı Hızlı Arama,Tuşlu Cep Telefonu,1.199 TL,,Yok,,,İthalatçı Garantili,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,https://www.trendyol.com/hiking/hiking-a44-6-128gb-akilli-telefon-p-831396407,Hiking Hiking A44 6/128GBAkıllı Telefon,,6.990 TL,,128 GB,4000 - 5000,2 Yıl,Resmi Distribütör Garantili,Mavi,40 - 60 MP,6 inç ve üstü,6 GB,4.5G,20 MP ve üstü,1,FHD+,,20 MP,15 - 20 MP,LCD,Var,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Var,4500-5000 mAh,Var,Yok,Yok,,,,,,,,,,
99,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a22-64-gb-siyah-b-kalite-p-859241664,Samsung Yenilenmiş SamsungGalaxy A22 64 GB Siyah B Kalite,,6.600 TL,B seviye-Çok İyi,64 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-256-gb-mor-cep-telefonu-12-ay-garantili-c-kalite-p-848741993,Samsung Yenilenmiş Galaxy S23256 Gb Mor Cep Telefonu (12 AY GARANTİLİ) - C Kalite,,27.899 TL,C seviye-İyi,256 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-ultra-512-gb-12-ay-delta-servis-garantili-b-grade-p-823681197,Samsung Yenilenmiş SamsungGalaxy S23 Ultra 512 GB (12 Ay Delta Servis Garantili) - B Grade,,42.599 TL,B seviye-Çok İyi,512 GB,3000 - 4000,1 Yıl,Delta Servis Garantili,Altın,40 - 60 MP,6 inç ve üstü,12 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,3500-4000 mAh,,,,,,,,,,,,,
102,https://www.trendyol.com/poco/x6-pro-5g-8-gb-ram-256-gb-sari-cep-telefonu-turkiye-garantili-p-795344897,POCO X6 Pro 5g 8 Gb Ram 256Gb Sarı Cep Telefonu ( Türkiye Garantili),X6 Pro 5g 8 Gb Ram 256,21.429 TL,,256 GB,4000 - 5000,2 Yıl,Resmi Distribütör Garantili,Sarı,5 - 10 MP,"6,67 inç",12 GB,5G,5 - 10 MP,1,FHD+,DLED,0.3 MP - 1.5 MP,5 - 10 MP,AMOLED,Var,Var,AMOLED,1,6.5'' - 7'',Android,Var,Yok,Var,Var,USB Type-C,Yok,120 Hz,USB Type-C,60-80 W,Var,4500-5000 mAh,Var,Yok,Var,,1080p (Full HD),AD,,,,,,,
103,https://www.trendyol.com/realme/c25y-grey-128gb-yenilenmis-a-kalite-12-ay-garantili-p-731626416,realme C25y Grey 128gbYenilenmiş A Kalite (12 AY GARANTİLİ),,6.500 TL,A seviye-Mükemmel,128 GB,4000 - 5000,1 Yıl,İthalatçı Garantili,Gri,40 - 60 MP,"6,5 inç",4 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
104,https://www.trendyol.com/realme/7-blue-64gb-yenilenmis-a-kalite-12-ay-garantili-p-731533808,realme 7 Blue 64gb YenilenmişA Kalite (12 AY GARANTİLİ),,7.000 TL,A seviye-Mükemmel,64 GB,,1 Yıl,İthalatçı Garantili,Mavi,10 - 15 MP,"5,5 - 6 inç",3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,https://www.trendyol.com/realme/7-blue-64gb-yenilenmis-b-kalite-12-ay-garantili-p-712526695,realme 7 Blue 64gb YenilenmişB Kalite (12 AY GARANTİLİ),7 Blue 64gb Yenilenmiş,7.000 TL,B seviye-Çok İyi,64 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,60 - 80 MP,"6,5 inç",6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,https://www.trendyol.com/samsung/galaxy-a04s-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-366791965,Samsung Galaxy A04s 128 GBSiyah Cep Telefonu (Samsung Türkiye Garantili),Galaxy A04s 128 GB,10.399 TL,,128 GB,5000,2 Yıl,Resmi Distribütör Garantili,Siyah,40 - 60 MP,"4 - 4,5 inç",4 GB,5G,5 MP ve altı,1,FHD+,FHD+,5 MP,5 - 10 MP,AMOLED,Var,Yok,FHD Süper AMOLED,3,6'' - 6.5'',Android,Var,Var,Var,Var,USB Type-C,Var,90 Hz,USB Type-C,40-60 W,Var,4500-5000 mAh,Var,Yok,Yok,Samsung Galaxy A04s,1080p (Full HD),,,,,,,,
107,https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-128-gb-yesil-cep-telefonu-12-ay-garantili-a-kalite-p-848785103,Samsung Yenilenmiş Galaxy S23128 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - A Kalite,,27.499 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,https://www.trendyol.com/hiking/hiking-a27-128-gb-8-gb-ram-hiking-turkiye-p-759023010,Hikıng Hiking A27 128 GB 8 GBRam (Hiking Türkiye),,5.900 TL,,128 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Siyah,60 - 80 MP,"4 - 4,5 inç",8 GB,4.5G,5 MP ve altı,1,FHD+,,20 MP,20 - 40 MP,LCD,Yok,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Yok,4000-4500 mAh,Yok,Yok,Yok,,,,,,,,,,
109,https://www.trendyol.com/apple/yenilenmis-iphone-12-64-gb-c-kalite-p-660473419,Apple Yenilenmiş iPhone 12 64GB C Kalite,Yenilenmiş iPhone 12 64,18.599 TL,,64 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,https://www.trendyol.com/samsung/yenilenmis-galaxy-s20-128-gb-gri-12-ay-garantili-p-306989680,Samsung Yenilenmiş GalaxyS20+ 128 Gb Gri - 12 Ay Garantili,Yenilenmiş Galaxy,15.999 TL,C seviye-İyi,128 GB,,1 Yıl,Delta Servis Garantili,Gri,10 - 15 MP,,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,5000-6000 mAh,,,,,,,,,,,,,
111,https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-plus-128gb-gumus-cep-telefonu-12-ay-garantili-c-kalite-p-894832580,Samsung YENİLENMİŞ SAMSUNGGALAXY S21 PLUS 128GB GÜMÜŞ CEP TELEFONU (12 AY GARANTİLİ) - C KALİTE,,18.849 TL,C seviye-İyi,128 GB,,1 Yıl,,Gümüş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-max-128-gb-pasifik-mavisi-cep-telefonu-12-ay-garantili-b-kalite-p-887227428,Apple Yenilenmiş iPhone 12Pro Max 128 GB Pasifik Mavisi Cep Telefonu (12 Ay Garantili) - B Kalite,,39.249 TL,B seviye-Çok İyi,128 GB,,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Mavi,,,6 GB,,10 - 15 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TR,,,,,,,
113,https://www.trendyol.com/samsung/galaxy-a54-5g-black-128-gb-8-gb-ram-yenilenmis-urun-p-876909263,Samsung Galaxy A54 5G Black128 gb 8 gb Ram YENİLENMİŞ ÜRÜN,,,B seviye-Çok İyi,128 GB,2800 ve üstü,1 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Siyah,100 -120 MP,6 - 8 inç,8 GB,,20 MP ve üstü,,,,,,,,,,,,,,,,,,,,,,,4500-5000 mAh,,,,,,,,,,,,,
114,https://www.trendyol.com/apple/iphone-12-128gb-yesil-yenilenmis-mukemmel-p-783944381,Apple İphone 12 128gb Yeşil (Yenilenmiş - Mükemmel ),İphone 12 128gb Yeşil (,"22.573,95 TL",A seviye-Mükemmel,128 GB,,2 Yıl,Yenilenmiş Ürün (12 Ay Garanti),Yeşil,10 - 15 MP,"6,8 inç",4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,https://www.trendyol.com/samsung/yenilenmis-galaxy-a72-128-gb-muthis-menekse-128-gb-muthis-menekse-a-grade-p-717683943,Samsung Yenilenmiş Galaxy A72128 Gb Müthiş Menekşe 128 Gb Müthiş Menekşe A Grade,,11.999 TL,A seviye-Mükemmel,128 GB,,1 Yıl,,Gümüş,10 - 15 MP,6 inç ve üstü,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,https://www.trendyol.com/infinix/hot-11-play-4gb-64-gb-x688b-yesil-p-378039631,INFINIX Hot 11 Play 4GB 64 GBX688b Yeşil,Hot 11 Play 4GB 64 GB,6.899 TL,,64 GB,1500 ve altı,2 Yıl,Resmi Distribütör Garantili,Yeşil,10 - 15 MP,"4 - 4,5 inç",4 GB,4G,5 MP ve altı,1,HD+,HD+,5 MP,5 - 10 MP,LCD,Var,Yok,LCD,3,6.5'' - 7'',Android,Var,Yok,Yok,Var,USB Type-C,Yok,60 Hz,3.5 mm,10-20 W,Yok,5000-6000 mAh,Var,Yok,Yok,,,,,,,,,,
117,https://www.trendyol.com/apple/yenilenmis-iphone-12-pro-pacific-blue-256gb-12-ay-garantili-p-377425616,Apple Yenilenmiş Iphone 12Pro Pacific Blue 256gb (12 Ay Garantili),,38.899 TL,,256 GB,,1 Yıl,,Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
